"opt/step","C4H4-new-1-6.0-1-106192 - _step","C4H4-new-1-6.0-1-106192 - _step__MIN","C4H4-new-1-6.0-1-106192 - _step__MAX","C4H4-new-1-6.0-1-106192 - opt/E_smooth","C4H4-new-1-6.0-1-106192 - opt/E_smooth__MIN","C4H4-new-1-6.0-1-106192 - opt/E_smooth__MAX","C4H4-new-1-3.0-8-106026 - _step","C4H4-new-1-3.0-8-106026 - _step__MIN","C4H4-new-1-3.0-8-106026 - _step__MAX","C4H4-new-1-3.0-8-106026 - opt/E_smooth","C4H4-new-1-3.0-8-106026 - opt/E_smooth__MIN","C4H4-new-1-3.0-8-106026 - opt/E_smooth__MAX","C4H4-new-1-6.0-9-106026 - _step","C4H4-new-1-6.0-9-106026 - _step__MIN","C4H4-new-1-6.0-9-106026 - _step__MAX","C4H4-new-1-6.0-9-106026 - opt/E_smooth","C4H4-new-1-6.0-9-106026 - opt/E_smooth__MIN","C4H4-new-1-6.0-9-106026 - opt/E_smooth__MAX","C4H4-moon-2-5.0-3-104963 - _step","C4H4-moon-2-5.0-3-104963 - _step__MIN","C4H4-moon-2-5.0-3-104963 - _step__MAX","C4H4-moon-2-5.0-3-104963 - opt/E_smooth","C4H4-moon-2-5.0-3-104963 - opt/E_smooth__MIN","C4H4-moon-2-5.0-3-104963 - opt/E_smooth__MAX"
"5395","","","","","","","6895","6895","6895","-154.68735712224787","-154.68735712224787","-154.68735712224787","6895","6895","6895","-154.712320557773","-154.712320557773","-154.712320557773","6895","6895","6895","-154.71017521166402","-154.71017521166402","-154.71017521166402"
"5396","","","","","","","6896","6896","6896","-154.6874219508693","-154.6874219508693","-154.6874219508693","6896","6896","6896","-154.71233649598867","-154.71233649598867","-154.71233649598867","6896","6896","6896","-154.71015734840634","-154.71015734840634","-154.71015734840634"
"5397","","","","","","","6897","6897","6897","-154.68742325310362","-154.68742325310362","-154.68742325310362","6897","6897","6897","-154.71233324040287","-154.71233324040287","-154.71233324040287","6897","6897","6897","-154.7101481478378","-154.7101481478378","-154.7101481478378"
"5398","","","","","","","6898","6898","6898","-154.68742829218425","-154.68742829218425","-154.68742829218425","6898","6898","6898","-154.71233760005688","-154.71233760005688","-154.71233760005688","6898","6898","6898","-154.7101459113919","-154.7101459113919","-154.7101459113919"
"5399","","","","","","","6899","6899","6899","-154.68744813710285","-154.68744813710285","-154.68744813710285","6899","6899","6899","-154.71236893860882","-154.71236893860882","-154.71236893860882","6899","6899","6899","-154.7101161581687","-154.7101161581687","-154.7101161581687"
"5400","","","","","","","6900","6900","6900","-154.68746965196397","-154.68746965196397","-154.68746965196397","6900","6900","6900","-154.71236888744212","-154.71236888744212","-154.71236888744212","6900","6900","6900","-154.7101163228353","-154.7101163228353","-154.7101163228353"
"5401","","","","","","","6901","6901","6901","-154.68753263685437","-154.68753263685437","-154.68753263685437","6901","6901","6901","-154.7123363071018","-154.7123363071018","-154.7123363071018","6901","6901","6901","-154.7101315251103","-154.7101315251103","-154.7101315251103"
"5402","","","","","","","6902","6902","6902","-154.687607744005","-154.687607744005","-154.687607744005","6902","6902","6902","-154.71234758165147","-154.71234758165147","-154.71234758165147","6902","6902","6902","-154.71014760335285","-154.71014760335285","-154.71014760335285"
"5403","","","","","","","6903","6903","6903","-154.6876295019079","-154.6876295019079","-154.6876295019079","6903","6903","6903","-154.7123526679145","-154.7123526679145","-154.7123526679145","6903","6903","6903","-154.71017860130027","-154.71017860130027","-154.71017860130027"
"5404","","","","","","","6904","6904","6904","-154.68763783772786","-154.68763783772786","-154.68763783772786","6904","6904","6904","-154.71236962212456","-154.71236962212456","-154.71236962212456","6904","6904","6904","-154.71017959029587","-154.71017959029587","-154.71017959029587"
"5405","","","","","","","6905","6905","6905","-154.6876726221155","-154.6876726221155","-154.6876726221155","6905","6905","6905","-154.7123805858471","-154.7123805858471","-154.7123805858471","6905","6905","6905","-154.71015870836047","-154.71015870836047","-154.71015870836047"
"5406","","","","","","","6906","6906","6906","-154.687703733091","-154.687703733091","-154.687703733091","6906","6906","6906","-154.7124105947989","-154.7124105947989","-154.7124105947989","6906","6906","6906","-154.71015585440176","-154.71015585440176","-154.71015585440176"
"5407","","","","","","","6907","6907","6907","-154.68778047914859","-154.68778047914859","-154.68778047914859","6907","6907","6907","-154.71243139196326","-154.71243139196326","-154.71243139196326","6907","6907","6907","-154.71014590793186","-154.71014590793186","-154.71014590793186"
"5408","","","","","","","6908","6908","6908","-154.68785106517652","-154.68785106517652","-154.68785106517652","6908","6908","6908","-154.71243594134296","-154.71243594134296","-154.71243594134296","6908","6908","6908","-154.7101544415509","-154.7101544415509","-154.7101544415509"
"5409","","","","","","","6909","6909","6909","-154.68788341946072","-154.68788341946072","-154.68788341946072","6909","6909","6909","-154.7124356870298","-154.7124356870298","-154.7124356870298","6909","6909","6909","-154.71016274911386","-154.71016274911386","-154.71016274911386"
"5410","","","","","","","6910","6910","6910","-154.6878863491545","-154.6878863491545","-154.6878863491545","6910","6910","6910","-154.71242476655462","-154.71242476655462","-154.71242476655462","6910","6910","6910","-154.71015820177118","-154.71015820177118","-154.71015820177118"
"5411","","","","","","","6911","6911","6911","-154.68787596979334","-154.68787596979334","-154.68787596979334","6911","6911","6911","-154.71243892535705","-154.71243892535705","-154.71243892535705","6911","6911","6911","-154.7101650273293","-154.7101650273293","-154.7101650273293"
"5412","","","","","","","6912","6912","6912","-154.68786054177556","-154.68786054177556","-154.68786054177556","6912","6912","6912","-154.71240144119685","-154.71240144119685","-154.71240144119685","6912","6912","6912","-154.7102159369675","-154.7102159369675","-154.7102159369675"
"5413","","","","","","","6913","6913","6913","-154.6878510649676","-154.6878510649676","-154.6878510649676","6913","6913","6913","-154.71237701585244","-154.71237701585244","-154.71237701585244","6913","6913","6913","-154.71021824975992","-154.71021824975992","-154.71021824975992"
"5414","","","","","","","6914","6914","6914","-154.6878397548485","-154.6878397548485","-154.6878397548485","6914","6914","6914","-154.7123577801886","-154.7123577801886","-154.7123577801886","6914","6914","6914","-154.71025742620725","-154.71025742620725","-154.71025742620725"
"5415","","","","","","","6915","6915","6915","-154.68775485844355","-154.68775485844355","-154.68775485844355","6915","6915","6915","-154.71235428279516","-154.71235428279516","-154.71235428279516","6915","6915","6915","-154.71026509790897","-154.71026509790897","-154.71026509790897"
"5416","","","","","","","6916","6916","6916","-154.6877634609032","-154.6877634609032","-154.6877634609032","6916","6916","6916","-154.71234037783583","-154.71234037783583","-154.71234037783583","6916","6916","6916","-154.7102660004621","-154.7102660004621","-154.7102660004621"
"5417","","","","","","","6917","6917","6917","-154.68779961943847","-154.68779961943847","-154.68779961943847","6917","6917","6917","-154.71234551110683","-154.71234551110683","-154.71234551110683","6917","6917","6917","-154.71025500059568","-154.71025500059568","-154.71025500059568"
"5418","","","","","","","6918","6918","6918","-154.68785126240107","-154.68785126240107","-154.68785126240107","6918","6918","6918","-154.71235019310126","-154.71235019310126","-154.71235019310126","6918","6918","6918","-154.71022778297748","-154.71022778297748","-154.71022778297748"
"5419","","","","","","","6919","6919","6919","-154.68786849552515","-154.68786849552515","-154.68786849552515","6919","6919","6919","-154.71236031861932","-154.71236031861932","-154.71236031861932","6919","6919","6919","-154.71022592146164","-154.71022592146164","-154.71022592146164"
"5420","","","","","","","6920","6920","6920","-154.68781767560108","-154.68781767560108","-154.68781767560108","6920","6920","6920","-154.71235966418502","-154.71235966418502","-154.71235966418502","6920","6920","6920","-154.7102427183482","-154.7102427183482","-154.7102427183482"
"5421","","","","","","","6921","6921","6921","-154.68784740490227","-154.68784740490227","-154.68784740490227","6921","6921","6921","-154.71235195033225","-154.71235195033225","-154.71235195033225","6921","6921","6921","-154.7102028822107","-154.7102028822107","-154.7102028822107"
"5422","","","","","","","6922","6922","6922","-154.68785956688913","-154.68785956688913","-154.68785956688913","6922","6922","6922","-154.71235884775535","-154.71235884775535","-154.71235884775535","6922","6922","6922","-154.71023407545476","-154.71023407545476","-154.71023407545476"
"5423","","","","","","","6923","6923","6923","-154.68790641306072","-154.68790641306072","-154.68790641306072","6923","6923","6923","-154.7123791458862","-154.7123791458862","-154.7123791458862","6923","6923","6923","-154.71024387261085","-154.71024387261085","-154.71024387261085"
"5424","","","","","","","6924","6924","6924","-154.68794075941247","-154.68794075941247","-154.68794075941247","6924","6924","6924","-154.7123744443774","-154.7123744443774","-154.7123744443774","6924","6924","6924","-154.71025969445486","-154.71025969445486","-154.71025969445486"
"5425","","","","","","","6925","6925","6925","-154.68795618711803","-154.68795618711803","-154.68795618711803","6925","6925","6925","-154.7123560324806","-154.7123560324806","-154.7123560324806","6925","6925","6925","-154.71026859072302","-154.71026859072302","-154.71026859072302"
"5426","","","","","","","6926","6926","6926","-154.6879744300983","-154.6879744300983","-154.6879744300983","6926","6926","6926","-154.7122845526551","-154.7122845526551","-154.7122845526551","6926","6926","6926","-154.71026647926698","-154.71026647926698","-154.71026647926698"
"5427","","","","","","","6927","6927","6927","-154.68804087058206","-154.68804087058206","-154.68804087058206","6927","6927","6927","-154.7122173520472","-154.7122173520472","-154.7122173520472","6927","6927","6927","-154.71029283023847","-154.71029283023847","-154.71029283023847"
"5428","","","","","","","6928","6928","6928","-154.68805103372384","-154.68805103372384","-154.68805103372384","6928","6928","6928","-154.71217481324592","-154.71217481324592","-154.71217481324592","6928","6928","6928","-154.71033711451005","-154.71033711451005","-154.71033711451005"
"5429","","","","","","","6929","6929","6929","-154.68802617484792","-154.68802617484792","-154.68802617484792","6929","6929","6929","-154.71213351316558","-154.71213351316558","-154.71213351316558","6929","6929","6929","-154.7103437304057","-154.7103437304057","-154.7103437304057"
"5430","","","","","","","6930","6930","6930","-154.68802672328212","-154.68802672328212","-154.68802672328212","6930","6930","6930","-154.7121248473559","-154.7121248473559","-154.7121248473559","6930","6930","6930","-154.71034459909683","-154.71034459909683","-154.71034459909683"
"5431","","","","","","","6931","6931","6931","-154.68807039208176","-154.68807039208176","-154.68807039208176","6931","6931","6931","-154.7121161360767","-154.7121161360767","-154.7121161360767","6931","6931","6931","-154.7103447958031","-154.7103447958031","-154.7103447958031"
"5432","","","","","","","6932","6932","6932","-154.6880845549357","-154.6880845549357","-154.6880845549357","6932","6932","6932","-154.71209997805883","-154.71209997805883","-154.71209997805883","6932","6932","6932","-154.71036297708585","-154.71036297708585","-154.71036297708585"
"5433","","","","","","","6933","6933","6933","-154.68810422556615","-154.68810422556615","-154.68810422556615","6933","6933","6933","-154.71208176867518","-154.71208176867518","-154.71208176867518","6933","6933","6933","-154.71036202165521","-154.71036202165521","-154.71036202165521"
"5434","","","","","","","6934","6934","6934","-154.68812159192277","-154.68812159192277","-154.68812159192277","6934","6934","6934","-154.71206898276537","-154.71206898276537","-154.71206898276537","6934","6934","6934","-154.71035496832917","-154.71035496832917","-154.71035496832917"
"5435","","","","","","","6935","6935","6935","-154.6881744497169","-154.6881744497169","-154.6881744497169","6935","6935","6935","-154.71203486827196","-154.71203486827196","-154.71203486827196","6935","6935","6935","-154.7103347075798","-154.7103347075798","-154.7103347075798"
"5436","","","","","","","6936","6936","6936","-154.68817759701778","-154.68817759701778","-154.68817759701778","6936","6936","6936","-154.71196599296442","-154.71196599296442","-154.71196599296442","6936","6936","6936","-154.71031669490245","-154.71031669490245","-154.71031669490245"
"5437","","","","","","","6937","6937","6937","-154.68819105734923","-154.68819105734923","-154.68819105734923","6937","6937","6937","-154.7119024849289","-154.7119024849289","-154.7119024849289","6937","6937","6937","-154.71028758236935","-154.71028758236935","-154.71028758236935"
"5438","","","","","","","6938","6938","6938","-154.68825855571262","-154.68825855571262","-154.68825855571262","6938","6938","6938","-154.71184128116727","-154.71184128116727","-154.71184128116727","6938","6938","6938","-154.71029033625763","-154.71029033625763","-154.71029033625763"
"5439","","","","","","","6939","6939","6939","-154.68834426345967","-154.68834426345967","-154.68834426345967","6939","6939","6939","-154.7118341435385","-154.7118341435385","-154.7118341435385","6939","6939","6939","-154.7102984012161","-154.7102984012161","-154.7102984012161"
"5440","","","","","","","6940","6940","6940","-154.68833592358757","-154.68833592358757","-154.68833592358757","6940","6940","6940","-154.711805119234","-154.711805119234","-154.711805119234","6940","6940","6940","-154.7102767719942","-154.7102767719942","-154.7102767719942"
"5441","","","","","","","6941","6941","6941","-154.68837056440466","-154.68837056440466","-154.68837056440466","6941","6941","6941","-154.71177698584165","-154.71177698584165","-154.71177698584165","6941","6941","6941","-154.71024053237016","-154.71024053237016","-154.71024053237016"
"5442","","","","","","","6942","6942","6942","-154.68835132262285","-154.68835132262285","-154.68835132262285","6942","6942","6942","-154.71173757665298","-154.71173757665298","-154.71173757665298","6942","6942","6942","-154.71024389827951","-154.71024389827951","-154.71024389827951"
