"Step","07-02_cumulene_C4H4_0deg_13b1974852bbdb41a3edc82b988422bf_5 - opt/E_smooth","07-02_cumulene_C4H4_0deg_13b1974852bbdb41a3edc82b988422bf_5 - opt/E_smooth__MIN","07-02_cumulene_C4H4_0deg_13b1974852bbdb41a3edc82b988422bf_5 - opt/E_smooth__MAX"
"6723","-154.7105532337338","-154.7105532337338","-154.7105532337338"
"6724","-154.71053137728327","-154.71053137728327","-154.71053137728327"
"6725","-154.71052795627364","-154.71052795627364","-154.71052795627364"
"6726","-154.71052687023882","-154.71052687023882","-154.71052687023882"
"6727","-154.71046876737657","-154.71046876737657","-154.71046876737657"
"6728","-154.71042236653935","-154.71042236653935","-154.71042236653935"
"6730","-154.71037991728707","-154.71037991728707","-154.71037991728707"
"6732","-154.71033761005842","-154.71033761005842","-154.71033761005842"
"6733","-154.71030633360624","-154.71030633360624","-154.71030633360624"
"6734","-154.71028036927245","-154.71028036927245","-154.71028036927245"
"6736","-154.7102741898694","-154.7102741898694","-154.7102741898694"
"6737","-154.71028654867547","-154.71028654867547","-154.71028654867547"
"6739","-154.71020071459918","-154.71020071459918","-154.71020071459918"
"6741","-154.71017180097863","-154.71017180097863","-154.71017180097863"
"6743","-154.71014831759405","-154.71014831759405","-154.71014831759405"
"6747","-154.710138740269","-154.710138740269","-154.710138740269"
"6748","-154.71012307566107","-154.71012307566107","-154.71012307566107"
"6750","-154.7100984826552","-154.7100984826552","-154.7100984826552"
"6753","-154.7100054175453","-154.7100054175453","-154.7100054175453"
"6754","-154.7100016095997","-154.7100016095997","-154.7100016095997"
"6755","-154.71000954957134","-154.71000954957134","-154.71000954957134"
"6758","-154.71002359305862","-154.71002359305862","-154.71002359305862"
"6762","-154.71003488601306","-154.71003488601306","-154.71003488601306"
"6763","-154.70998015926077","-154.70998015926077","-154.70998015926077"
"6764","-154.71000312832135","-154.71000312832135","-154.71000312832135"
"6767","-154.71007203550306","-154.71007203550306","-154.71007203550306"
"6770","-154.71006799122645","-154.71006799122645","-154.71006799122645"
"6773","-154.7100557734306","-154.7100557734306","-154.7100557734306"
"6774","-154.71003741982543","-154.71003741982543","-154.71003741982543"
"6777","-154.71001169248444","-154.71001169248444","-154.71001169248444"
"6780","-154.70996174342196","-154.70996174342196","-154.70996174342196"
"6782","-154.71000032021965","-154.71000032021965","-154.71000032021965"
"6783","-154.7099866732745","-154.7099866732745","-154.7099866732745"
"6784","-154.70997796931738","-154.70997796931738","-154.70997796931738"
"6787","-154.7100134298835","-154.7100134298835","-154.7100134298835"
"6788","-154.71001348361162","-154.71001348361162","-154.71001348361162"
"6790","-154.7100005459911","-154.7100005459911","-154.7100005459911"
"6791","-154.71002733602674","-154.71002733602674","-154.71002733602674"
"6792","-154.71004154895857","-154.71004154895857","-154.71004154895857"
"6796","-154.71009695257578","-154.71009695257578","-154.71009695257578"
"6798","-154.71009620170392","-154.71009620170392","-154.71009620170392"
"6799","-154.7101223481351","-154.7101223481351","-154.7101223481351"
"6800","-154.71009034273916","-154.71009034273916","-154.71009034273916"
"6803","-154.71011122318737","-154.71011122318737","-154.71011122318737"
"6805","-154.7100994177032","-154.7100994177032","-154.7100994177032"
"6806","-154.71009435820997","-154.71009435820997","-154.71009435820997"
"6807","-154.71010453073603","-154.71010453073603","-154.71010453073603"
"6811","-154.7101148882597","-154.7101148882597","-154.7101148882597"
"6812","-154.7100946055611","-154.7100946055611","-154.7100946055611"
"6813","-154.71010844803524","-154.71010844803524","-154.71010844803524"
"6814","-154.71010045788125","-154.71010045788125","-154.71010045788125"
"6815","-154.71008877996388","-154.71008877996388","-154.71008877996388"
"6819","-154.7100708221596","-154.7100708221596","-154.7100708221596"
"6821","-154.71007244403546","-154.71007244403546","-154.71007244403546"
"6822","-154.7100526502916","-154.7100526502916","-154.7100526502916"
"6823","-154.71004854215607","-154.71004854215607","-154.71004854215607"
"6825","-154.7100296554032","-154.7100296554032","-154.7100296554032"
"6826","-154.71004942247083","-154.71004942247083","-154.71004942247083"
"6829","-154.71007113690143","-154.71007113690143","-154.71007113690143"
"6831","-154.71008833374236","-154.71008833374236","-154.71008833374236"
"6832","-154.71007688299315","-154.71007688299315","-154.71007688299315"
"6837","-154.71007025221047","-154.71007025221047","-154.71007025221047"
"6839","-154.71007746884544","-154.71007746884544","-154.71007746884544"
"6840","-154.7100825293139","-154.7100825293139","-154.7100825293139"
"6843","-154.71008260906365","-154.71008260906365","-154.71008260906365"
"6844","-154.71008712821722","-154.71008712821722","-154.71008712821722"
"6845","-154.71009863876714","-154.71009863876714","-154.71009863876714"
"6850","-154.71012997834578","-154.71012997834578","-154.71012997834578"
"6851","-154.71012774923574","-154.71012774923574","-154.71012774923574"
"6852","-154.71013048254926","-154.71013048254926","-154.71013048254926"
"6853","-154.71014932383662","-154.71014932383662","-154.71014932383662"
"6857","-154.71010227369226","-154.71010227369226","-154.71010227369226"
"6858","-154.71007663892664","-154.71007663892664","-154.71007663892664"
"6859","-154.7100697658373","-154.7100697658373","-154.7100697658373"
"6861","-154.71003511216907","-154.71003511216907","-154.71003511216907"
"6862","-154.7100464238061","-154.7100464238061","-154.7100464238061"
"6863","-154.71002531051636","-154.71002531051636","-154.71002531051636"
"6864","-154.7100542916192","-154.7100542916192","-154.7100542916192"
"6866","-154.71002560191684","-154.71002560191684","-154.71002560191684"
"6867","-154.71004009246826","-154.71004009246826","-154.71004009246826"
"6868","-154.7100626097785","-154.7100626097785","-154.7100626097785"
"6869","-154.71004605293274","-154.71004605293274","-154.71004605293274"
"6871","-154.71006991751685","-154.71006991751685","-154.71006991751685"
"6873","-154.7100681721441","-154.7100681721441","-154.7100681721441"
"6874","-154.71005489673317","-154.71005489673317","-154.71005489673317"
"6875","-154.71005420916208","-154.71005420916208","-154.71005420916208"
"6881","-154.71009301314305","-154.71009301314305","-154.71009301314305"
"6882","-154.71009945456956","-154.71009945456956","-154.71009945456956"
"6883","-154.7100913763871","-154.7100913763871","-154.7100913763871"
"6885","-154.71009042601273","-154.71009042601273","-154.71009042601273"
"6886","-154.71010383685154","-154.71010383685154","-154.71010383685154"
"6889","-154.71006172998554","-154.71006172998554","-154.71006172998554"
"6893","-154.71009684350207","-154.71009684350207","-154.71009684350207"
"6898","-154.7101815706296","-154.7101815706296","-154.7101815706296"
"6899","-154.71024555739962","-154.71024555739962","-154.71024555739962"
"6904","-154.71028521307585","-154.71028521307585","-154.71028521307585"
"6906","-154.7103190718026","-154.7103190718026","-154.7103190718026"
"6908","-154.7103109425512","-154.7103109425512","-154.7103109425512"
"6910","-154.71032168573848","-154.71032168573848","-154.71032168573848"
"6912","-154.7103434577456","-154.7103434577456","-154.7103434577456"
"6914","-154.71037633899158","-154.71037633899158","-154.71037633899158"
"6918","-154.7103720318635","-154.7103720318635","-154.7103720318635"
"6919","-154.71035805996027","-154.71035805996027","-154.71035805996027"
"6924","-154.71035753492637","-154.71035753492637","-154.71035753492637"
"6925","-154.71037746049285","-154.71037746049285","-154.71037746049285"
"6926","-154.71039638978098","-154.71039638978098","-154.71039638978098"
"6927","-154.71041233023416","-154.71041233023416","-154.71041233023416"
"6929","-154.71037271506188","-154.71037271506188","-154.71037271506188"
"6930","-154.71035680231057","-154.71035680231057","-154.71035680231057"
"6931","-154.7103456264908","-154.7103456264908","-154.7103456264908"
"6932","-154.71034431784682","-154.71034431784682","-154.71034431784682"
"6933","-154.7103277765866","-154.7103277765866","-154.7103277765866"
"6936","-154.71030424716747","-154.71030424716747","-154.71030424716747"
"6937","-154.71030482297084","-154.71030482297084","-154.71030482297084"
"6940","-154.71028024856358","-154.71028024856358","-154.71028024856358"
"6941","-154.71026467623776","-154.71026467623776","-154.71026467623776"
"6942","-154.71028150271064","-154.71028150271064","-154.71028150271064"
"6943","-154.7102766690189","-154.7102766690189","-154.7102766690189"
"6945","-154.7103082055915","-154.7103082055915","-154.7103082055915"
"6949","-154.71038201737076","-154.71038201737076","-154.71038201737076"
"6950","-154.7103776459001","-154.7103776459001","-154.7103776459001"
"6952","-154.71033270420173","-154.71033270420173","-154.71033270420173"
"6953","-154.71028591058194","-154.71028591058194","-154.71028591058194"
"6954","-154.71027571197249","-154.71027571197249","-154.71027571197249"
"6956","-154.71030750763722","-154.71030750763722","-154.71030750763722"
"6961","-154.71020783824724","-154.71020783824724","-154.71020783824724"
"6963","-154.7102212482752","-154.7102212482752","-154.7102212482752"
"6965","-154.7102458029477","-154.7102458029477","-154.7102458029477"
"6966","-154.71022710702525","-154.71022710702525","-154.71022710702525"
"6967","-154.71024283451433","-154.71024283451433","-154.71024283451433"
"6968","-154.71023346051422","-154.71023346051422","-154.71023346051422"
"6969","-154.71023559570312","-154.71023559570312","-154.71023559570312"
"6970","-154.71023336017356","-154.71023336017356","-154.71023336017356"
"6972","-154.71023429597662","-154.71023429597662","-154.71023429597662"
"6974","-154.71016457864738","-154.71016457864738","-154.71016457864738"
"6975","-154.71018948140704","-154.71018948140704","-154.71018948140704"
"6976","-154.71020370041492","-154.71020370041492","-154.71020370041492"
"6980","-154.7102136157808","-154.7102136157808","-154.7102136157808"
"6984","-154.71017222501794","-154.71017222501794","-154.71017222501794"
"6985","-154.7101549421038","-154.7101549421038","-154.7101549421038"
"6989","-154.71015803019205","-154.71015803019205","-154.71015803019205"
"6990","-154.7101495091903","-154.7101495091903","-154.7101495091903"
"6994","-154.71007430330803","-154.71007430330803","-154.71007430330803"
"6996","-154.7100270761901","-154.7100270761901","-154.7100270761901"
"6997","-154.71003932985263","-154.71003932985263","-154.71003932985263"
"6998","-154.71005453682918","-154.71005453682918","-154.71005453682918"
"6999","-154.7100475939506","-154.7100475939506","-154.7100475939506"
"7003","-154.70995987714346","-154.70995987714346","-154.70995987714346"
"7005","-154.70994924771583","-154.70994924771583","-154.70994924771583"
"7007","-154.70990952313957","-154.70990952313957","-154.70990952313957"
"7008","-154.7099046351546","-154.7099046351546","-154.7099046351546"
"7010","-154.7099500936905","-154.7099500936905","-154.7099500936905"
"7013","-154.7100381609147","-154.7100381609147","-154.7100381609147"
"7015","-154.71005866087833","-154.71005866087833","-154.71005866087833"
"7016","-154.71004386682398","-154.71004386682398","-154.71004386682398"
"7019","-154.71003436558138","-154.71003436558138","-154.71003436558138"
"7021","-154.71000802839126","-154.71000802839126","-154.71000802839126"
"7023","-154.71002465325432","-154.71002465325432","-154.71002465325432"
"7024","-154.7100234418302","-154.7100234418302","-154.7100234418302"
"7025","-154.71002395732984","-154.71002395732984","-154.71002395732984"
"7026","-154.7099970482491","-154.7099970482491","-154.7099970482491"
"7028","-154.71002225618105","-154.71002225618105","-154.71002225618105"
"7032","-154.71001659476937","-154.71001659476937","-154.71001659476937"
"7036","-154.70996497734802","-154.70996497734802","-154.70996497734802"
"7037","-154.70992625141625","-154.70992625141625","-154.70992625141625"
"7040","-154.7098633994157","-154.7098633994157","-154.7098633994157"
"7045","-154.70983126348116","-154.70983126348116","-154.70983126348116"
"7047","-154.709844929602","-154.709844929602","-154.709844929602"
"7048","-154.7098126138501","-154.7098126138501","-154.7098126138501"
"7049","-154.70981459184125","-154.70981459184125","-154.70981459184125"
"7051","-154.70982809627756","-154.70982809627756","-154.70982809627756"
"7052","-154.70982968626905","-154.70982968626905","-154.70982968626905"
"7055","-154.70984456038275","-154.70984456038275","-154.70984456038275"
"7056","-154.70985084341353","-154.70985084341353","-154.70985084341353"
"7059","-154.70977683187533","-154.70977683187533","-154.70977683187533"
"7060","-154.7097619843963","-154.7097619843963","-154.7097619843963"
"7061","-154.70976380213796","-154.70976380213796","-154.70976380213796"
"7062","-154.70974918339877","-154.70974918339877","-154.70974918339877"
"7063","-154.70977422214995","-154.70977422214995","-154.70977422214995"
"7064","-154.70974969543866","-154.70974969543866","-154.70974969543866"
"7065","-154.7098233011745","-154.7098233011745","-154.7098233011745"
"7066","-154.70984419240247","-154.70984419240247","-154.70984419240247"
"7067","-154.70986600530227","-154.70986600530227","-154.70986600530227"
"7068","-154.70985530366835","-154.70985530366835","-154.70985530366835"
"7069","-154.70985305069277","-154.70985305069277","-154.70985305069277"
"7071","-154.7098261898686","-154.7098261898686","-154.7098261898686"
"7073","-154.70983109721786","-154.70983109721786","-154.70983109721786"
"7076","-154.7098527969028","-154.7098527969028","-154.7098527969028"
"7078","-154.7098438512141","-154.7098438512141","-154.7098438512141"
"7079","-154.70985366591256","-154.70985366591256","-154.70985366591256"
"7081","-154.70984468491977","-154.70984468491977","-154.70984468491977"
"7082","-154.70984458285432","-154.70984458285432","-154.70984458285432"
"7083","-154.70983511628117","-154.70983511628117","-154.70983511628117"
