"opt/step","C4H4-new-1-3.0-1-104613 - _step","C4H4-new-1-3.0-1-104613 - _step__MIN","C4H4-new-1-3.0-1-104613 - _step__MAX","C4H4-new-1-3.0-1-104613 - opt/E_smooth","C4H4-new-1-3.0-1-104613 - opt/E_smooth__MIN","C4H4-new-1-3.0-1-104613 - opt/E_smooth__MAX","C4H4-new-1-9.0-3-104613 - _step","C4H4-new-1-9.0-3-104613 - _step__MIN","C4H4-new-1-9.0-3-104613 - _step__MAX","C4H4-new-1-9.0-3-104613 - opt/E_smooth","C4H4-new-1-9.0-3-104613 - opt/E_smooth__MIN","C4H4-new-1-9.0-3-104613 - opt/E_smooth__MAX","C4H4-new-1-6.0-2-104613 - _step","C4H4-new-1-6.0-2-104613 - _step__MIN","C4H4-new-1-6.0-2-104613 - _step__MAX","C4H4-new-1-6.0-2-104613 - opt/E_smooth","C4H4-new-1-6.0-2-104613 - opt/E_smooth__MIN","C4H4-new-1-6.0-2-104613 - opt/E_smooth__MAX"
"1451","2951","2951","2951","-154.6391774144666","-154.6391774144666","-154.6391774144666","2951","2951","2951","-154.65251022865033","-154.65251022865033","-154.65251022865033","2951","2951","2951","-154.659205995757","-154.659205995757","-154.659205995757"
"1452","2952","2952","2952","-154.63934515591325","-154.63934515591325","-154.63934515591325","2952","2952","2952","-154.65274584540006","-154.65274584540006","-154.65274584540006","2952","2952","2952","-154.65942056590114","-154.65942056590114","-154.65942056590114"
"1453","2953","2953","2953","-154.6393836712015","-154.6393836712015","-154.6393836712015","2953","2953","2953","-154.65287601865572","-154.65287601865572","-154.65287601865572","2953","2953","2953","-154.65967607169316","-154.65967607169316","-154.65967607169316"
"1454","2954","2954","2954","-154.63935757341056","-154.63935757341056","-154.63935757341056","2954","2954","2954","-154.6530529153758","-154.6530529153758","-154.6530529153758","2954","2954","2954","-154.65984591780037","-154.65984591780037","-154.65984591780037"
"1455","2955","2955","2955","-154.63929253939924","-154.63929253939924","-154.63929253939924","2955","2955","2955","-154.65309690278153","-154.65309690278153","-154.65309690278153","2955","2955","2955","-154.65992400070718","-154.65992400070718","-154.65992400070718"
"1456","2956","2956","2956","-154.63938651249327","-154.63938651249327","-154.63938651249327","2956","2956","2956","-154.65294673525054","-154.65294673525054","-154.65294673525054","2956","2956","2956","-154.66009300495017","-154.66009300495017","-154.66009300495017"
"1457","2957","2957","2957","-154.63950184789198","-154.63950184789198","-154.63950184789198","2957","2957","2957","-154.65272858718345","-154.65272858718345","-154.65272858718345","2957","2957","2957","-154.66009037412445","-154.66009037412445","-154.66009037412445"
"1458","2958","2958","2958","-154.63985332620555","-154.63985332620555","-154.63985332620555","2958","2958","2958","-154.65245182431977","-154.65245182431977","-154.65245182431977","2958","2958","2958","-154.6600777461611","-154.6600777461611","-154.6600777461611"
"1459","2959","2959","2959","-154.64010767443426","-154.64010767443426","-154.64010767443426","2959","2959","2959","-154.65233080633755","-154.65233080633755","-154.65233080633755","2959","2959","2959","-154.6601889774717","-154.6601889774717","-154.6601889774717"
"1460","2960","2960","2960","-154.6401473789999","-154.6401473789999","-154.6401473789999","2960","2960","2960","-154.65219231174416","-154.65219231174416","-154.65219231174416","2960","2960","2960","-154.66029201141777","-154.66029201141777","-154.66029201141777"
"1461","2961","2961","2961","-154.64025105515572","-154.64025105515572","-154.64025105515572","2961","2961","2961","-154.6523460492696","-154.6523460492696","-154.6523460492696","2961","2961","2961","-154.6603881626913","-154.6603881626913","-154.6603881626913"
"1462","2962","2962","2962","-154.64053794129254","-154.64053794129254","-154.64053794129254","2962","2962","2962","-154.65254566767445","-154.65254566767445","-154.65254566767445","2962","2962","2962","-154.66042787734776","-154.66042787734776","-154.66042787734776"
"1463","2963","2963","2963","-154.64081698901032","-154.64081698901032","-154.64081698901032","2963","2963","2963","-154.6528448862572","-154.6528448862572","-154.6528448862572","2963","2963","2963","-154.6604780432296","-154.6604780432296","-154.6604780432296"
"1464","2964","2964","2964","-154.6409995719178","-154.6409995719178","-154.6409995719178","2964","2964","2964","-154.65314650862183","-154.65314650862183","-154.65314650862183","2964","2964","2964","-154.66054367692504","-154.66054367692504","-154.66054367692504"
"1465","2965","2965","2965","-154.64121329947693","-154.64121329947693","-154.64121329947693","2965","2965","2965","-154.65371066576813","-154.65371066576813","-154.65371066576813","2965","2965","2965","-154.6606408733211","-154.6606408733211","-154.6606408733211"
"1466","2966","2966","2966","-154.64132355990475","-154.64132355990475","-154.64132355990475","2966","2966","2966","-154.65438895029564","-154.65438895029564","-154.65438895029564","2966","2966","2966","-154.6610177445085","-154.6610177445085","-154.6610177445085"
"1467","2967","2967","2967","-154.64136181138966","-154.64136181138966","-154.64136181138966","2967","2967","2967","-154.65465535203072","-154.65465535203072","-154.65465535203072","2967","2967","2967","-154.6612376382906","-154.6612376382906","-154.6612376382906"
"1468","2968","2968","2968","-154.64156832760327","-154.64156832760327","-154.64156832760327","2968","2968","2968","-154.65499198600037","-154.65499198600037","-154.65499198600037","2968","2968","2968","-154.6613266827309","-154.6613266827309","-154.6613266827309"
"1469","2969","2969","2969","-154.64169102498929","-154.64169102498929","-154.64169102498929","2969","2969","2969","-154.65524469663018","-154.65524469663018","-154.65524469663018","2969","2969","2969","-154.66147812098674","-154.66147812098674","-154.66147812098674"
"1470","2970","2970","2970","-154.64165367074565","-154.64165367074565","-154.64165367074565","2970","2970","2970","-154.65530426648198","-154.65530426648198","-154.65530426648198","2970","2970","2970","-154.6616302282632","-154.6616302282632","-154.6616302282632"
"1471","2971","2971","2971","-154.6416315610717","-154.6416315610717","-154.6416315610717","2971","2971","2971","-154.65567213824005","-154.65567213824005","-154.65567213824005","2971","2971","2971","-154.6615694007095","-154.6615694007095","-154.6615694007095"
"1472","2972","2972","2972","-154.64159491921768","-154.64159491921768","-154.64159491921768","2972","2972","2972","-154.6557908869114","-154.6557908869114","-154.6557908869114","2972","2972","2972","-154.661688564586","-154.661688564586","-154.661688564586"
"1473","2973","2973","2973","-154.64181809198288","-154.64181809198288","-154.64181809198288","2973","2973","2973","-154.65605641060134","-154.65605641060134","-154.65605641060134","2973","2973","2973","-154.66179973576345","-154.66179973576345","-154.66179973576345"
"1474","2974","2974","2974","-154.64210074288505","-154.64210074288505","-154.64210074288505","2974","2974","2974","-154.65629079390544","-154.65629079390544","-154.65629079390544","2974","2974","2974","-154.66181707057822","-154.66181707057822","-154.66181707057822"
"1475","2975","2975","2975","-154.642438097065","-154.642438097065","-154.642438097065","2975","2975","2975","-154.65666323292012","-154.65666323292012","-154.65666323292012","2975","2975","2975","-154.66204252697173","-154.66204252697173","-154.66204252697173"
"1476","2976","2976","2976","-154.64251262638845","-154.64251262638845","-154.64251262638845","2976","2976","2976","-154.65697920403514","-154.65697920403514","-154.65697920403514","2976","2976","2976","-154.66218992479804","-154.66218992479804","-154.66218992479804"
"1477","2977","2977","2977","-154.64244889239876","-154.64244889239876","-154.64244889239876","2977","2977","2977","-154.65734759479963","-154.65734759479963","-154.65734759479963","2977","2977","2977","-154.66231064569382","-154.66231064569382","-154.66231064569382"
"1478","2978","2978","2978","-154.64250079304182","-154.64250079304182","-154.64250079304182","2978","2978","2978","-154.65771370193585","-154.65771370193585","-154.65771370193585","2978","2978","2978","-154.6623384644385","-154.6623384644385","-154.6623384644385"
"1479","2979","2979","2979","-154.64266303445206","-154.64266303445206","-154.64266303445206","2979","2979","2979","-154.65770643584582","-154.65770643584582","-154.65770643584582","2979","2979","2979","-154.66235455363787","-154.66235455363787","-154.66235455363787"
"1480","2980","2980","2980","-154.64276803506388","-154.64276803506388","-154.64276803506388","2980","2980","2980","-154.65769876016154","-154.65769876016154","-154.65769876016154","2980","2980","2980","-154.6624369234652","-154.6624369234652","-154.6624369234652"
"1481","2981","2981","2981","-154.64299062780432","-154.64299062780432","-154.64299062780432","2981","2981","2981","-154.6577515473237","-154.6577515473237","-154.6577515473237","2981","2981","2981","-154.66236959921346","-154.66236959921346","-154.66236959921346"
"1482","2982","2982","2982","-154.64312063681112","-154.64312063681112","-154.64312063681112","2982","2982","2982","-154.65789980501742","-154.65789980501742","-154.65789980501742","2982","2982","2982","-154.66243671726536","-154.66243671726536","-154.66243671726536"
"1483","2983","2983","2983","-154.64331260887352","-154.64331260887352","-154.64331260887352","2983","2983","2983","-154.6579612525734","-154.6579612525734","-154.6579612525734","2983","2983","2983","-154.66263570012273","-154.66263570012273","-154.66263570012273"
"1484","2984","2984","2984","-154.64355303790117","-154.64355303790117","-154.64355303790117","2984","2984","2984","-154.6579977499472","-154.6579977499472","-154.6579977499472","2984","2984","2984","-154.66274869764175","-154.66274869764175","-154.66274869764175"
"1485","2985","2985","2985","-154.64371841018266","-154.64371841018266","-154.64371841018266","2985","2985","2985","-154.65812270705766","-154.65812270705766","-154.65812270705766","2985","2985","2985","-154.66283045588312","-154.66283045588312","-154.66283045588312"
"1486","2986","2986","2986","-154.64394089982315","-154.64394089982315","-154.64394089982315","2986","2986","2986","-154.65826013925914","-154.65826013925914","-154.65826013925914","2986","2986","2986","-154.66290685292836","-154.66290685292836","-154.66290685292836"
"1487","2987","2987","2987","-154.6439521377151","-154.6439521377151","-154.6439521377151","2987","2987","2987","-154.65838509636956","-154.65838509636956","-154.65838509636956","2987","2987","2987","-154.66288922284102","-154.66288922284102","-154.66288922284102"
"1488","2988","2988","2988","-154.6438288302035","-154.6438288302035","-154.6438288302035","2988","2988","2988","-154.6583982931601","-154.6583982931601","-154.6583982931601","2988","2988","2988","-154.66290365683065","-154.66290365683065","-154.66290365683065"
"1489","2989","2989","2989","-154.6437051102922","-154.6437051102922","-154.6437051102922","2989","2989","2989","-154.6583279790105","-154.6583279790105","-154.6583279790105","2989","2989","2989","-154.66286922145534","-154.66286922145534","-154.66286922145534"
"1490","2990","2990","2990","-154.64377414780176","-154.64377414780176","-154.64377414780176","2990","2990","2990","-154.65831608100225","-154.65831608100225","-154.65831608100225","2990","2990","2990","-154.66302951070287","-154.66302951070287","-154.66302951070287"
"1491","2991","2991","2991","-154.64388106173317","-154.64388106173317","-154.64388106173317","2991","2991","2991","-154.65832437604865","-154.65832437604865","-154.65832437604865","2991","2991","2991","-154.66299643292524","-154.66299643292524","-154.66299643292524"
"1492","2992","2992","2992","-154.64378510545563","-154.64378510545563","-154.64378510545563","2992","2992","2992","-154.658280955065","-154.658280955065","-154.658280955065","2992","2992","2992","-154.66296673461096","-154.66296673461096","-154.66296673461096"
"1493","2993","2993","2993","-154.643653306385","-154.643653306385","-154.643653306385","2993","2993","2993","-154.65814096335598","-154.65814096335598","-154.65814096335598","2993","2993","2993","-154.6630641246002","-154.6630641246002","-154.6630641246002"
"1494","2994","2994","2994","-154.64357260889656","-154.64357260889656","-154.64357260889656","2994","2994","2994","-154.65808433174286","-154.65808433174286","-154.65808433174286","2994","2994","2994","-154.6630256191996","-154.6630256191996","-154.6630256191996"
"1495","2995","2995","2995","-154.64364552337852","-154.64364552337852","-154.64364552337852","2995","2995","2995","-154.65795243026426","-154.65795243026426","-154.65795243026426","2995","2995","2995","-154.66312485253252","-154.66312485253252","-154.66312485253252"
"1496","2996","2996","2996","-154.64384941766727","-154.64384941766727","-154.64384941766727","2996","2996","2996","-154.65780946872377","-154.65780946872377","-154.65780946872377","2996","2996","2996","-154.6632121041317","-154.6632121041317","-154.6632121041317"
"1497","2997","2997","2997","-154.64393298257917","-154.64393298257917","-154.64393298257917","2997","2997","2997","-154.65778130652922","-154.65778130652922","-154.65778130652922","2997","2997","2997","-154.66325562752334","-154.66325562752334","-154.66325562752334"
"1498","2998","2998","2998","-154.64405730586725","-154.64405730586725","-154.64405730586725","2998","2998","2998","-154.65763977870046","-154.65763977870046","-154.65763977870046","2998","2998","2998","-154.663210568012","-154.663210568012","-154.663210568012"
"1499","2999","2999","2999","-154.6442061046626","-154.6442061046626","-154.6442061046626","2999","2999","2999","-154.65746824533346","-154.65746824533346","-154.65746824533346","2999","2999","2999","-154.663065046272","-154.663065046272","-154.663065046272"
"1500","3000","3000","3000","-154.64433166503906","-154.64433166503906","-154.64433166503906","3000","3000","3000","-154.65745239257814","-154.65745239257814","-154.65745239257814","3000","3000","3000","-154.6631473795573","-154.6631473795573","-154.6631473795573"
"1501","3001","3001","3001","-154.64425669352212","-154.64425669352212","-154.64425669352212","3001","3001","3001","-154.65758239746094","-154.65758239746094","-154.65758239746094","3001","3001","3001","-154.66324971516926","-154.66324971516926","-154.66324971516926"
