Molecule,16det,16det,1det,1det,baseline,baseline,nojastrow
State,singlet,triplet,singlet,triplet,singlet,triplet,singlet
opt/step,,,,,,,
209,-60.67311096191406,-60.32856750488281,-60.68811798095703,-60.5633544921875,-60.90059280395508,-60.58440399169922,-60.70148849487305
210,-60.79779815673828,-60.598846435546875,-60.808563232421875,-60.70667266845703,-60.818397521972656,-60.679481506347656,-60.59385299682617
211,-60.73402786254883,-60.507686614990234,-60.5410270690918,-60.547340393066406,-60.89342498779297,-60.64286804199219,-60.72885513305664
212,-60.791969299316406,-60.48244094848633,-60.75893020629883,-60.52723693847656,-60.841251373291016,-60.626068115234375,-60.80015563964844
213,-60.79545593261719,-60.502410888671875,-60.879844665527344,-60.534271240234375,-60.88105392456055,-60.64949035644531,-60.739505767822266
214,-60.692962646484375,-60.57628631591797,-60.74370193481445,-60.55360794067383,-60.86091613769531,-60.750980377197266,-60.75056076049805
215,-60.72875213623047,-60.89812469482422,-60.69718551635742,-60.57505798339844,-60.92477035522461,-60.633018493652344,-60.7674446105957
216,-60.80469512939453,-60.641563415527344,-60.81837844848633,-60.574684143066406,-60.902225494384766,-60.7668571472168,-60.70057678222656
217,-60.782264709472656,-60.581451416015625,-60.761070251464844,-60.54217529296875,-60.84844970703125,-60.61616516113281,-60.7601203918457
218,-60.63446044921875,-60.63148498535156,-60.843482971191406,-60.581214904785156,-60.8956298828125,-60.580810546875,-60.80508804321289
219,-60.723628997802734,-60.42925262451172,-60.76762390136719,-60.508174896240234,-60.75495147705078,-60.639469146728516,-60.774112701416016
220,-60.733543395996094,-60.66291809082031,-60.68655014038086,-60.69029998779297,-60.808502197265625,-60.64323806762695,-60.75132751464844
221,-60.7745246887207,-60.58898162841797,-60.79750061035156,-60.73740768432617,-60.91994094848633,-60.64268112182617,-60.838340759277344
222,-60.88390350341797,-60.6169548034668,-60.859947204589844,-60.65814971923828,-60.78712463378906,-60.639488220214844,-60.62590026855469
223,-60.8561897277832,-60.588558197021484,-60.869258880615234,-60.60948944091797,-60.88180923461914,-60.69009780883789,-60.86670684814453
224,-60.81544494628906,-60.61265563964844,-60.87338638305664,-60.639915466308594,-60.842872619628906,-60.62865447998047,-60.87413787841797
225,-60.867919921875,-60.66913604736328,-60.82241439819336,-60.673397064208984,-60.94832992553711,-60.68015670776367,-60.82928466796875
226,-60.668853759765625,-60.641502380371094,-60.84553527832031,-60.686336517333984,-60.93532180786133,-60.58359146118164,-60.798606872558594
227,-60.81131362915039,-60.69590759277344,-60.866783142089844,-60.65614318847656,-60.951622009277344,-60.635597229003906,-60.85499572753906
228,-60.87042236328125,-60.72296142578125,-60.73351287841797,-60.609310150146484,-60.89557647705078,-60.524837493896484,-60.79691696166992
229,-60.78515625,-60.709747314453125,-60.843143463134766,-60.696495056152344,-60.90495300292969,-60.69988250732422,-60.89847946166992
230,-60.90359878540039,-60.585811614990234,-60.78685760498047,-60.657249450683594,-60.97431945800781,-60.821693420410156,-60.8062629699707
231,-60.850318908691406,-60.610111236572266,-60.91697692871094,-60.608001708984375,-61.04171371459961,-60.667659759521484,-60.809051513671875
232,-60.9483642578125,-60.70516586303711,-60.860103607177734,-60.66307830810547,-60.988075256347656,-60.66511154174805,-60.830535888671875
233,-60.797157287597656,-60.73566436767578,-60.92091751098633,-60.55818176269531,-60.85396194458008,-60.64268112182617,-60.80927276611328
234,-60.771087646484375,-60.75510025024414,-60.89150619506836,-60.673133850097656,-60.92906188964844,-60.709571838378906,-60.89647674560547
235,-60.973236083984375,-60.77341842651367,-60.892250061035156,-60.687538146972656,-60.947959899902344,-60.76081466674805,-60.93981170654297
236,-60.90928649902344,-60.65345764160156,-60.93357467651367,-60.72319030761719,-60.983177185058594,-60.753631591796875,-60.81184387207031
237,-60.818572998046875,-60.72644805908203,-60.87507629394531,-60.71623992919922,-61.02444076538086,-60.74384307861328,-60.79351043701172
238,-60.93449401855469,-60.64746856689453,-60.92113494873047,-60.678199768066406,-60.99600601196289,-60.72532653808594,-60.874786376953125
239,-60.8835334777832,-60.77866744995117,-60.84614562988281,-60.716651916503906,-60.986572265625,-60.69051742553711,-60.92301940917969
240,-60.93171691894531,-60.73777770996094,-60.9219970703125,-60.695701599121094,-60.91482925415039,-60.760623931884766,-60.799171447753906
241,-60.82038879394531,-60.6392707824707,-60.71715545654297,-60.6678581237793,-61.03468322753906,-60.73442077636719,-60.97502517700195
242,-60.865318298339844,-60.671512603759766,-60.990814208984375,-60.75113296508789,-60.97850799560547,-60.76467514038086,-60.9090576171875
243,-60.855979919433594,-60.75373077392578,-60.988792419433594,-60.68610382080078,-60.98601150512695,-60.75547409057617,-60.814292907714844
244,-60.840328216552734,-60.745121002197266,-60.95553207397461,-60.66886901855469,-60.94337844848633,-60.80657958984375,-60.81142807006836
245,-60.79782485961914,-60.67857360839844,-60.968177795410156,-60.740081787109375,-60.971214294433594,-60.75294876098633,-60.81905746459961
246,-60.970237731933594,-60.73268127441406,-60.93706130981445,-60.73769760131836,-61.04016876220703,-60.848365783691406,-60.874019622802734
247,-60.86756896972656,-60.71744155883789,-60.92381286621094,-60.76485824584961,-61.09064483642578,-60.744136810302734,-60.88384246826172
248,-60.89229202270508,-60.746192932128906,-60.87645721435547,-60.67052459716797,-61.03705978393555,-60.78461837768555,-60.919036865234375
249,-60.97512435913086,-60.745758056640625,-60.9019889831543,-60.66816711425781,-61.03818893432617,-60.784324645996094,-60.88128662109375
250,-60.867244720458984,-60.81599426269531,-60.85676574707031,-60.77960205078125,-61.017234802246094,-60.76312255859375,-60.96286392211914
251,-60.88698959350586,-60.77322769165039,-60.89440155029297,-60.80139923095703,-61.04116439819336,-60.73432159423828,-60.96339416503906
252,-60.856101989746094,-60.82851028442383,-60.91936492919922,-60.8133544921875,-60.976158142089844,-60.83287048339844,-61.02476501464844
253,-60.98591613769531,-60.8040771484375,-60.95906448364258,-60.77892303466797,-61.06984329223633,-60.7380485534668,-60.89777374267578
254,-60.9082145690918,-60.801448822021484,-60.96986389160156,-60.73558807373047,-61.063072204589844,-60.83370590209961,-60.85334777832031
255,-60.97370147705078,-60.78662109375,-60.929954528808594,-60.791015625,-61.01063537597656,-60.88608932495117,-60.99042510986328
256,-60.953941345214844,-60.69843292236328,-60.93265151977539,-60.81003952026367,-61.077449798583984,-60.8551139831543,-60.896427154541016
257,-60.92146682739258,-60.74805450439453,-61.003631591796875,-60.777252197265625,-61.03173065185547,-60.72104263305664,-60.9022216796875
258,-61.03514862060547,-60.747352600097656,-60.91380310058594,-60.83147430419922,-61.04615783691406,-60.80782699584961,-60.96055603027344
259,-60.974605560302734,-60.12226867675781,-60.90210723876953,-60.85899353027344,-61.041290283203125,-60.83171081542969,-60.964202880859375
260,-60.931941986083984,-60.64202880859375,-61.00707244873047,-60.75056457519531,-61.0284309387207,-60.73974609375,-60.95130920410156
261,-60.951507568359375,-60.732460021972656,-60.933265686035156,-60.65090560913086,-61.0550537109375,-60.87025451660156,-60.953948974609375
262,-60.76811981201172,-60.773311614990234,-61.03557586669922,-60.834434509277344,-61.072322845458984,-60.85512161254883,-60.969581604003906
263,-60.976600646972656,-60.772151947021484,-60.97706985473633,-60.765724182128906,-61.08418273925781,-60.91630554199219,-60.92406463623047
264,-60.91249084472656,-60.75798797607422,-60.95463943481445,-60.8138427734375,-60.997310638427734,-60.821651458740234,-60.911293029785156
265,-60.950801849365234,-60.692588806152344,-61.031700134277344,-60.76470184326172,-60.976829528808594,-60.813819885253906,-60.97444152832031
266,-60.97651290893555,-60.83320999145508,-61.02154541015625,-60.83904266357422,-61.02728271484375,-60.84012985229492,-61.00885772705078
267,-60.90296936035156,-60.874107360839844,-61.114173889160156,-60.83265686035156,-61.105506896972656,-60.84975051879883,-60.99401092529297
268,-60.95627212524414,-60.78748321533203,-61.019432067871094,-60.719932556152344,-61.091583251953125,-60.80620574951172,-61.01667022705078
269,-60.96820068359375,-60.785614013671875,-60.944366455078125,-60.8531494140625,-61.04824447631836,-60.85441207885742,-60.97499084472656
270,-60.99140167236328,-60.78152084350586,-61.00114059448242,-60.805503845214844,-61.040218353271484,-60.80009078979492,-60.97927474975586
271,-60.98252868652344,-60.820770263671875,-61.013858795166016,-60.83300018310547,-61.06502151489258,-60.84842300415039,-61.039154052734375
272,-60.961875915527344,-60.814910888671875,-61.04583740234375,-60.79680633544922,-61.0906867980957,-60.877933502197266,-61.06706619262695
273,-60.95258712768555,-60.75566864013672,-60.98381042480469,-60.749595642089844,-61.04803466796875,-60.88273239135742,-61.04176712036133
274,-60.96834945678711,-60.881011962890625,-61.071876525878906,-60.70514678955078,-60.987327575683594,-60.87123107910156,-61.03778839111328
275,-60.975807189941406,-60.85124206542969,-61.07435607910156,-60.77986145019531,-61.07554244995117,-60.86489486694336,-61.06684112548828
276,-61.016544342041016,-60.801475524902344,-61.021514892578125,-60.81726837158203,-61.08945083618164,-60.91049575805664,-61.03609848022461
277,-60.91642761230469,-60.842281341552734,-61.02376174926758,-60.863746643066406,-61.05450439453125,-60.85529327392578,-61.00756072998047
278,-61.051063537597656,-60.67080307006836,-61.05323791503906,-60.816246032714844,-61.04930114746094,-60.93567657470703,-60.9365119934082
279,-60.889610290527344,-60.62030792236328,-61.025001525878906,-60.88639831542969,-61.03561019897461,-60.914527893066406,-60.97415542602539
280,-61.020843505859375,-60.83008575439453,-60.949363708496094,-60.82820129394531,-60.98754119873047,-60.893192291259766,-60.953731536865234
281,-60.925994873046875,-60.762428283691406,-61.02151870727539,-60.868980407714844,-61.07609939575195,-60.897926330566406,-61.01425552368164
282,-60.9230842590332,-60.82619857788086,-61.03270721435547,-60.842384338378906,-61.132320404052734,-60.92169952392578,-61.05184555053711
283,-61.028385162353516,-60.81399917602539,-61.0619010925293,-60.88526153564453,-61.0604133605957,-60.9178466796875,-61.09102249145508
284,-60.976898193359375,-60.868160247802734,-61.05725860595703,-60.867919921875,-61.110382080078125,-60.99176788330078,-61.0398063659668
285,-60.951385498046875,-60.81328582763672,-61.09798049926758,-60.87548065185547,-61.10205078125,-60.943275451660156,-60.99999237060547
286,-60.979248046875,-60.843536376953125,-61.122474670410156,-60.877174377441406,-61.07717514038086,-60.97648620605469,-61.00640869140625
287,-61.01217269897461,-60.855323791503906,-61.06978225708008,-60.883522033691406,-61.094818115234375,-60.97003173828125,-61.028472900390625
288,-60.940486907958984,-60.893028259277344,-61.14604568481445,-60.91522216796875,-61.13419723510742,-60.94407653808594,-61.065711975097656
289,-60.98950958251953,-60.92130661010742,-61.15314483642578,-60.873321533203125,-61.09804153442383,-60.95747756958008,-61.00636291503906
290,-61.05432891845703,-60.87928771972656,-61.121864318847656,-60.92061233520508,-61.088932037353516,-60.93671798706055,-60.99628448486328
291,-61.064823150634766,-60.900856018066406,-61.108551025390625,-60.66099548339844,-61.08091354370117,-60.999412536621094,-61.019474029541016
292,-61.01174545288086,-60.881832122802734,-61.12328338623047,-60.9519157409668,-61.14552688598633,-60.804500579833984,-61.03740692138672
293,-61.060462951660156,-60.87528610229492,-61.09001922607422,-60.85270309448242,-61.2081413269043,-60.9017333984375,-61.01995849609375
294,-60.9954833984375,-60.884483337402344,-61.104225158691406,-60.89949417114258,-61.09254837036133,-60.911224365234375,-61.00947570800781
295,-61.160179138183594,-60.861412048339844,-61.09159851074219,-60.88135528564453,-61.16815185546875,-60.93238830566406,-61.037071228027344
296,-61.146766662597656,-60.9246711730957,-61.14374542236328,-60.778236389160156,-61.11337661743164,-60.95132064819336,-61.05885314941406
297,-61.03654479980469,-60.86670684814453,-61.044368743896484,-60.798728942871094,-61.04490661621094,-60.94498062133789,-61.074363708496094
298,-61.05626678466797,-60.86750030517578,-60.96903610229492,-60.938209533691406,-61.17388916015625,-60.955169677734375,-61.1246223449707
299,-61.004905700683594,-60.830039978027344,-61.0924186706543,-60.88361358642578,-61.14206314086914,-60.905662536621094,-61.10111618041992
300,-61.01420593261719,-60.853397369384766,-61.145912170410156,-60.82743453979492,-61.13581466674805,-61.00411605834961,-61.123538970947266
301,-61.04771423339844,-60.840545654296875,-61.11443328857422,-60.86073684692383,-61.12757873535156,-60.93617248535156,-61.08892059326172
302,-60.989681243896484,-60.88617706298828,-61.06959915161133,-60.91747283935547,-61.12922668457031,-60.97793197631836,-61.108489990234375
303,-60.99394989013672,-60.883201599121094,-61.06319808959961,-60.969688415527344,-61.12522888183594,-60.99851989746094,-61.06178283691406
304,-61.056907653808594,-60.636474609375,-60.99116897583008,-60.896846771240234,-61.078163146972656,-60.98268127441406,-61.09678649902344
305,-61.03809356689453,-60.94156265258789,-61.16270446777344,-60.917598724365234,-61.12021255493164,-60.91010665893555,-61.08921813964844
306,-61.0611572265625,-60.85818099975586,-61.157859802246094,-60.9547119140625,-61.176979064941406,-60.9525032043457,-61.05462646484375
307,-61.03472137451172,-60.926673889160156,-61.13636016845703,-60.962886810302734,-61.14166259765625,-60.999900817871094,-61.12690734863281
308,-61.077354431152344,-60.83948516845703,-61.10477828979492,-60.95374298095703,-61.23208999633789,-60.97168731689453,-61.13407897949219
309,-61.07637405395508,-60.871131896972656,-61.099388122558594,-60.9329833984375,-61.17465591430664,-60.95347213745117,-61.044456481933594
310,-61.030487060546875,-60.90196228027344,-61.10923385620117,-60.9389533996582,-61.19482421875,-60.99905776977539,-61.10240936279297
311,-61.01492691040039,-60.964111328125,-61.12437438964844,-60.83515930175781,-61.19783401489258,-60.97351837158203,-61.12623596191406
312,-61.15732192993164,-61.006446838378906,-61.1029052734375,-60.96465301513672,-61.08794403076172,-60.99750518798828,-61.07686233520508
313,-61.04789733886719,-60.85047912597656,-61.16154479980469,-60.985904693603516,-61.17466354370117,-60.934879302978516,-61.08416748046875
314,-61.05207061767578,-60.941497802734375,-61.124794006347656,-61.00822067260742,-61.18049240112305,-60.97420120239258,-61.10352325439453
315,-61.06094741821289,-60.90869140625,-61.142555236816406,-61.013763427734375,-61.18518829345703,-61.01050567626953,-61.0999641418457
316,-61.031776428222656,-60.91919708251953,-61.155517578125,-60.96202850341797,-61.18570327758789,-61.021724700927734,-61.15159606933594
317,-61.037506103515625,-60.895294189453125,-61.100250244140625,-60.979286193847656,-61.11836624145508,-60.9745979309082,-61.129539489746094
318,-61.055076599121094,-60.94329833984375,-61.22037887573242,-61.028053283691406,-61.16511917114258,-60.996620178222656,-61.092716217041016
319,-61.10377502441406,-60.914794921875,-61.15175247192383,-60.93550109863281,-61.22336196899414,-60.94847869873047,-61.036888122558594
320,-61.12191390991211,-60.91459655761719,-61.1746826171875,-60.971221923828125,-61.15059280395508,-61.016685485839844,-61.134769439697266
321,-61.11262893676758,-60.969871520996094,-61.157203674316406,-60.93232345581055,-61.21792221069336,-60.9512939453125,-61.13088607788086
322,-61.05999755859375,-60.9714469909668,-61.182533264160156,-60.87214660644531,-61.19116973876953,-60.99054718017578,-61.15306091308594
323,-61.01935577392578,-60.9390869140625,-61.192298889160156,-60.90564727783203,-61.205467224121094,-61.0285758972168,-61.16545867919922
324,-61.13325119018555,-60.90959548950195,-61.1571159362793,-61.041778564453125,-61.23479461669922,-60.99365997314453,-61.166847229003906
